ID,generation,school1,major type,major1_1,major1_2,major_data,job,class1,class2,class3,class4,re_registration,contest_award,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,idea_contest,onedayclass_topic,completed
TRAIN_028,9,31,단일 전공,경영학,,False,대학생,8,,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,경영학,취업,8.0,팀,5.0,"B. 데이터 분석가, G. PM/서비스 기획자, PO",ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, H. 마케터 / 영업관리",주니어 (0~3년차),산업 트렌드 (예시: ChatGPT로 인한 직무 변화),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,리스너가 너무 적으면 부담스러울 것 같고 너무 많으면 어수선할 것 같아서,"네이버, 포스코",J. 정보통신업,,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용, 웹 크롤링",0
TRAIN_029,9,30,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,경영학,False,직장인,1,2.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,이직,8.0,팀,1.0,"B. 데이터 분석가, I. 마케터","SQLD, 구글 애널리스트",빅데이터 분석 기사,"B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,더 밀도 있는 정보 전달과 의견공유 위해,현대카드 / 29CM / 올리브영,G. 도매 및 소매업,,,SQL 응용,1
TRAIN_030,9,16,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,경영학,True,대학생,1,2.0,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,,,,,,,자연과학,대학원 진학,6.0,팀,3.0,"B. 데이터 분석가, C. 데이터 사이언티스트",ADsP,"SQLD, 빅데이터 분석 기사, 태블로 관련 자격증","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자, G. 자연과학계열 연구자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,100명 이상의 리스너와 10명 이상의 현직자,다양한 분야의 현직자가 진로 결정에 더 도움이 될 것 같기 때문입니다.,LG,"J. 정보통신업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등)",1
TRAIN_031,9,65,"복수 전공 ( 다중전공, 이중전공 포함 )",경영학,IT(컴퓨터 공학 포함),False,대학생,2,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,경영학,취업,6.0,팀,1.0,B. 데이터 분석가,없음,태블로 관련 자격증,"B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,100명 이상의 리스너와 10명 이상의 현직자,여러 현직자를 만나뵙고 싶어서,RM,"R. 예술, 스포츠 및 여가관련 서비스업, U. 국제 및 외국기관",,,"Python 응용, SQL 응용",0
TRAIN_032,9,3,단일 전공,의약학,,False,대학생,6,,,,아니요,,내국인,지인 추천,시간적으로 부담이 없어서,공모전 경험,네. 온라인으로 참여하고 싶어요,,,,,,,예체능,대학원 진학,6.0,개인,4.0,"B. 데이터 분석가, C. 데이터 사이언티스트",준비중: SQLD,"ADsP, SQLD",H. 마케터 / 영업관리,주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,100명 이상의 리스너와 10명 이상의 현직자,인원이 많을수록 다양한 의견과 질문이 나올 것 같다,Bepro11,"R. 예술, 스포츠 및 여가관련 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 웹 크롤링",0
TRAIN_033,9,22,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,5.0,8.0,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),대학원 진학,6.0,팀,1.0,"C. 데이터 사이언티스트, E. 소프트웨어 개발자",기타,SQLD,"A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자",시니어 (10년차 ~),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,적당한 인원이라고 생각하여서,네이버,J. 정보통신업,,,머신러닝 / 딥러닝 응용,1
TRAIN_034,9,31,"복수 전공 ( 다중전공, 이중전공 포함 )",자연과학,자연과학,False,대학생,13,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,0004 : 데이터 분석 입문반 (머신러닝),해당없음,0006 : 데이터 분석 전처리반(판다스),자연과학,취업,6.0,개인,1.0,B. 데이터 분석가,"ADsP, SQLD","빅데이터 분석 기사, 태블로 관련 자격증",A. 금융 / 보험 직무,시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)",온라인,3~50명 내외의 강의 리스너와 1명의 현직자,더 집중해서 하나의 주제에 대해 들을 수 있어서,신한은행,K. 금융 및 보험업,,,"데이터 시각화 (Matplotlib, Seaborn 등), 웹 크롤링",0
TRAIN_035,9,10,단일 전공,자연과학,,False,대학생,4,6.0,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,자연과학,취업,8.0,개인,3.0,"B. 데이터 분석가, C. 데이터 사이언티스트",ADsP,"SQLD, 빅데이터 분석 기사, 정보처리기사",E. UI/UX 디자이너,주니어 (0~3년차),커리어 패스 과정과 직무 강의 둘다 궁금합니다 ,스타트업 C-level,"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,적당히 인원이 있어야 동기부여가 될 것 같습니다,"토스,무신사,지그재그","G. 도매 및 소매업, K. 금융 및 보험업, P. 교육 서비스업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",0
TRAIN_036,9,20,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,8.0,,,아니요,,내국인,에브리타임,혼자 공부하기 어려워서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,8.0,개인,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트, D. 인공지능 전문가",없음,"SQLD, 빅데이터 분석 기사","D. 소프트웨어 개발자, F. PM / 서비스 기획자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 케이스에 대해서 들어보고 싶다.,네이버,"M. 전문, 과학 및 기술 서비스업",,,머신러닝 / 딥러닝 응용,0
TRAIN_037,9,30,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,4,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,0002 : SQL 문법 기초반,해당없음,자연과학,대학원 진학,6.0,개인,2.0,"B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, SQLD","A. 금융 / 보험 직무, H. 마케터 / 영업관리",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,예시와 같음,.,K. 금융 및 보험업,,,Python 응용,0
TRAIN_038,9,34,단일 전공,IT(컴퓨터 공학 포함),,True,대학생,7,,,,아니요,,내국인,"대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)","큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",공모전 경험,네. 온라인으로 참여하고 싶어요,,,,,,,IT (컴퓨터 공학 포함),취업,8.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가",정보처리기사,빅데이터 분석 기사,"D. 소프트웨어 개발자, E. UI/UX 디자이너, F. PM / 서비스 기획자",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,가장적당한 인원,"넥슨,펄어비스",J. 정보통신업,,,머신러닝 / 딥러닝 응용,0
TRAIN_039,9,15,"복수 전공 ( 다중전공, 이중전공 포함 )",예체능,자연과학,True,대학생,6,,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,네. 오프라인으로 참여하고 싶어요,해당없음,해당없음,해당없음,0006 : 데이터 분석 전처리반(판다스),해당없음,해당없음,"경제통상학, 예체능",창업,6.0,팀,1.0,"A. 데이터 엔지니어, C. 데이터 사이언티스트",없음,딱히 없음,"B. 기획 / 전략 / 경영 직무, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),스타트업 C-level,"온, 오프라인 동시",10명 내외의 강의 리스너와 1명의 현직자,인원이 적어야 궁금함이 해결되기 쉬울 것 같아서,딱히 없는 것 같다.,"N. 사업시설 관리, 사업 지원 및 임대 서비스업, R. 예술, 스포츠 및 여가관련 서비스업, U. 국제 및 외국기관",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_040,9,24,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,경영학,False,대학생,1,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",프로젝트 경험,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,취업,8.0,팀,2.0,B. 데이터 분석가,SQLD,빅데이터 분석 기사,B. 기획 / 전략 / 경영 직무,주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)",오프라인,3~50명 내외의 강의 리스너와 1명의 현직자,너무 적지도 많지도 않아보임,Sk 하이닉스,K. 금융 및 보험업,,,"데이터 시각화 (Matplotlib, Seaborn 등)",0
TRAIN_041,9,26,단일 전공,경제통상학,,True,대학생,4,,,,아니요,,내국인,에브리타임,"큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,,,,,,,경영학,취업,2.0,팀,1.0,"B. 데이터 분석가, C. 데이터 사이언티스트, I. 마케터",없음,"SQLD, 빅데이터 분석 기사","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무",시니어 (10년차 ~),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 어느정도는 되어야 양질의 참여와 질문이 나온다고 생각함,디즈니/대상,"K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, SQL 응용",0
TRAIN_042,9,11,"복수 전공 ( 다중전공, 이중전공 포함 )",교육학,사회과학,False,대학생,4,,,,아니요,,내국인,에브리타임,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",프로젝트 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,사회과학,취업,10.0,개인,2.0,B. 데이터 분석가,ADsP,"SQLD, 빅데이터 분석 기사, 구글 애널리스트","A. 금융 / 보험 직무, G. 자연과학계열 연구자",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),해외 기업 (빅테크),"온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,다양한 현직자 분의 이야기를 들어보고 싶어서,토스뱅크,"K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업",,,"데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용, 웹 크롤링",0
TRAIN_043,9,16,"복수 전공 ( 다중전공, 이중전공 포함 )",IT(컴퓨터 공학 포함),자연과학,False,대학생,12,13.0,,,예,,내국인,기존 학회원 또는 운영진,이전 기수에 매우 만족해서,데이터 분석 역량,아니요. 개인적으로 학회 활동을 하고 싶어요,해당없음,해당없음,해당없음,해당없음,0001 : 파이썬 문법 기초반,0006 : 데이터 분석 전처리반(판다스),경영학,취업,8.0,팀,2.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트, H. 자연과학계열 연구자, I. 마케터",ADsP,"SQLD, 빅데이터 분석 기사","A. 금융 / 보험 직무, B. 기획 / 전략 / 경영 직무, G. 자연과학계열 연구자, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,ㅓㄱ당,-,"E. 수도, 하수 및 폐기물 처리, 원료 재생업, K. 금융 및 보험업, M. 전문, 과학 및 기술 서비스업, Q. 보건업 및 사회복지 서비스업",,,"SQL 응용, 웹 크롤링",0
TRAIN_044,9,20,"복수 전공 ( 다중전공, 이중전공 포함 )",경제통상학,IT(컴퓨터 공학 포함),False,대학생,4,5.0,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,공모전 경험,네. 오프라인으로 참여하고 싶어요,,,,,,,"IT (컴퓨터 공학 포함), 사회과학",취업,6.0,팀,4.0,"A. 데이터 엔지니어, B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, 빅데이터 분석 기사, 정보처리기사","A. 금융 / 보험 직무, D. 소프트웨어 개발자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),"국내 대기업 IT 계열 (금융, 제조 ...)","온, 오프라인 동시",100명 이상의 리스너와 10명 이상의 현직자,학회 인원이 너무 많아서,토스,"J. 정보통신업, K. 금융 및 보험업",,,"Python 응용, 데이터 시각화 (Matplotlib, Seaborn 등), 머신러닝 / 딥러닝 응용",1
TRAIN_045,9,22,단일 전공,경영학,,True,대학생,6,8.0,,,아니요,,내국인,인스타그램,혼자 공부하기 어려워서,데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,공학 (컴퓨터 공학 제외),취업,5.0,팀,5.0,"B. 데이터 분석가, C. 데이터 사이언티스트",없음,"ADsP, SQLD","B. 기획 / 전략 / 경영 직무, D. 소프트웨어 개발자, G. 자연과학계열 연구자, H. 마케터 / 영업관리",주니어 (0~3년차),직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),국내 빅테크 IT 계열 (네카라쿠배당토),온라인,100명 이상의 리스너와 10명 이상의 현직자,"온라인일 경우, 인원이 많은 것이 장점이 될 것 같습니다.",딱히 없음,"C. 제조업, H. 운수 및 창고업, M. 전문, 과학 및 기술 서비스업, N. 사업시설 관리, 사업 지원 및 임대 서비스업, O. 공공 행정, 국방 및 사회보장 행정, P. 교육 서비스업, Q. 보건업 및 사회복지 서비스업, R. 예술, 스포츠 및 여가관련 서비스업, S. 협회 및 단체, 수리 및 기타 개인 서비스업",,,Python 응용,1
TRAIN_046,9,38,"복수 전공 ( 다중전공, 이중전공 포함 )",사회과학,IT(컴퓨터 공학 포함),True,대학생,2,,,,아니요,,내국인,인스타그램,"BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)",데이터 분석 역량,네. 온라인으로 참여하고 싶어요,,,,,,,사회과학,취업,6.0,개인,2.0,B. 데이터 분석가,없음,"ADsP, SQLD, 빅데이터 분석 기사, 구글 애널리스트","B. 기획 / 전략 / 경영 직무, F. PM / 서비스 기획자",주니어 (0~3년차),커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),국내 빅테크 IT 계열 (네카라쿠배당토),"온, 오프라인 동시",3~50명 내외의 강의 리스너와 1명의 현직자,인원이 너무 많아지면 집중도가 떨어질 수 있으니 적당히 활발하게 소통이 가능한 정도의 인원이 저정도라고 생각합니다.,네카라쿠배,"J. 정보통신업, K. 금융 및 보험업",,,"데이터 시각화 (Matplotlib, Seaborn 등), SQL 응용",1
